AR9,AR16,DC05-06-2010,DC05-6-21,DC05-06-2029,SU 03-24,SU 03-25,DC 04-5-2,AM 076,99 RS 28,99 RS 65,DC 5-5-4,SJ-16,SJ-11,SJ-57,DC 5-6-28,CP1,CP7,CP10,CP14,CP17,CP18,CP21,CP22,CP23,CP103,CP107,CP212,CP702,CP705,CM016,AM1,AM2,AM3,AM4,CT1,CT4,CT6,CT7,CT8,CT9,CT10,CT11,CT13,EO1,EO3,E04,EO5,EO6,EO2,Romero2013
1517.152063,609.8882605,1872.0236349646177,1167.6500795497632,1888.389899837028,525.8749120873994,NA,NA,1025.27300853105,NA,NA,1038.2659376221914,1193.5094331850755,NA,1287.0140472976418,NA,NA,NA,NA,1338.6,NA,NA,2692.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981.9,968.6,NA,NA,1265.5,NA,NA,1135.1,573.5,NA,NA,949,NA,NA,NA,NA,NA,NA
1502.374967,611.1927284,1197.4068877257232,1189.5969909580328,1009.5155965229058,1103.3956653339428,NA,NA,909.0057866817431,NA,NA,956.2291489082754,1197.7324271526247,NA,1300.610425989972,NA,NA,NA,NA,1288.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1023.4,975.3,NA,NA,1241.3,NA,NA,1173.3,600.7,NA,NA,311,NA,NA,NA,NA,NA,NA
1501.014268,612.3445441,1449.8154530584936,2035.057710866333,1918.9501233141316,960.5452998843544,NA,NA,1343.952931752814,NA,NA,1083.7639400325704,1200.3528855474588,NA,1666.7864387166642,NA,NA,NA,NA,1579.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1054.3,989.2,NA,NA,1091.6,NA,NA,1121.7,601.5,NA,NA,309,NA,NA,NA,NA,NA,NA
1498.61857,613.9878676,1448.8040861071195,696.5340047037466,535.8764707077737,2522.684739387449,NA,NA,508.8997538388784,NA,NA,1229.1258955717053,1201.2208436182616,NA,1762.2268160855942,NA,NA,NA,NA,1514.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1162.5,994.7,NA,NA,1284.2,NA,NA,1153.8,602.2,NA,NA,445,NA,NA,NA,NA,NA,NA
1481.25501,621.0009026,1223.6786274788853,976.7122491088074,887.2539478897372,1791.4817629426861,NA,NA,492.83709554020135,NA,NA,1239.5194989048084,1206.7274462499383,NA,1817.7798236951899,NA,NA,NA,NA,1739.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1626,995,NA,NA,1154.6,NA,NA,1767.9,604.1,NA,NA,421,NA,NA,NA,NA,NA,NA
1467.631534,621.1342783,477.6845491885264,955.6541940227785,1343.3791592198686,NA,NA,NA,894.0957197951645,NA,NA,1096.1108500959854,1208.617921819328,NA,1847.416850694975,NA,NA,NA,NA,1742.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1702.3,1002.9,NA,NA,1177.5,NA,NA,1868.4,637.4,NA,NA,459,NA,NA,NA,NA,NA,NA
1466.905467,627.7883105,487.04938253704336,976.1056160278781,1389.9874879452186,NA,NA,NA,483.7480464354975,NA,NA,1200.5062904832769,1209.9405121237805,NA,1861.9751012554595,NA,NA,NA,NA,2096.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975.7,1056.3,NA,NA,1153.8,NA,NA,1873.1,639.5,NA,NA,421,NA,NA,NA,NA,NA,NA
1465.338011,635.5414863,499.3465993971676,915.0797517378966,567.5285403807209,NA,NA,NA,465.25720125320106,NA,NA,1108.567643905379,1217.989350362115,NA,1872.2765930314683,NA,NA,NA,NA,1869.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005.3,1078.8,NA,NA,1189.2,NA,NA,2589,639.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1462.686006,642.6452706,508.1382094963527,614.0071880876768,1013.3031979426818,NA,NA,NA,1164.394657883263,NA,NA,1180.1192158612691,1220.1936790937623,NA,1874.4637211619072,NA,NA,NA,NA,2145.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2720.6,1091.3,NA,NA,1173.4,NA,NA,2731.5,640.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1452.471111,648.0843374,1187.0230175290533,505.4235064018691,545.5939620975162,NA,NA,NA,1682.6879992146437,NA,NA,1268.5950159990418,1221.469644575861,NA,NA,NA,NA,NA,NA,2133.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2777.3,1147.4,NA,NA,1189.3,NA,NA,2686.8,837.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1431.78266,648.5905172,1106.4039417367183,565.1834203223011,1104.6859547290185,NA,NA,NA,1275.2759234419163,NA,NA,857.449271964751,1240.802542377818,NA,NA,NA,NA,NA,NA,2635.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1168.2,NA,NA,1201.9,NA,NA,2686,907.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1421.252812,649.7959776,1094.6409450656822,1054.866508021385,766.0463058430227,NA,NA,NA,1226.325267758497,NA,NA,1101.2361450583649,1290.7615029170477,NA,NA,NA,NA,NA,NA,2466.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1322.6,NA,NA,1177.1,NA,NA,2716.6,1028.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1415.358919,653.6416898,1064.6021072661727,1111.7882076224066,609.4945605233395,NA,NA,NA,NA,NA,NA,943.0810270836083,1304.7194712854573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1349.7,NA,NA,1244.6,NA,NA,NA,1077.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1410.488167,654.9103582,1792.1889261014644,508.6099910270737,609.0842563258209,NA,NA,NA,NA,NA,NA,848.9895660132831,1680.645005566415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1431.6,NA,NA,1242.8,NA,NA,NA,1046.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
1336.659663,659.6106871,582.4062770779831,1174.5762528780226,1442.4352196793038,NA,NA,NA,NA,NA,NA,1061.9235580040079,1728.1810645099565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1513.8,NA,NA,1234.3,NA,NA,NA,1170.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
1324.661895,666.8730751,1062.8554452436015,503.51695567380085,666.3901123820146,NA,NA,NA,NA,NA,NA,1047.5030570286865,1764.9951470335125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1694.5,NA,NA,1600.8,NA,NA,NA,1107.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1322.539883,668.0502427,1085.1042576045568,678.3207713888246,568.5420856181236,NA,NA,NA,NA,NA,NA,1181.636127124309,1794.1004388359074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1748.7,NA,NA,1331.3,NA,NA,NA,1121,NA,NA,NA,NA,NA,NA,NA,NA,NA
1319.410167,685.9860273,1264.6909562894896,593.6535678327393,1179.9689820875042,NA,NA,NA,NA,NA,NA,1186.2181982726095,1797.670781539668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1773.3,NA,NA,1441.6,NA,NA,NA,1106.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1308.802707,690.3886774,1156.2552681183174,594.7195502718674,562.2186240574788,NA,NA,NA,NA,NA,NA,1164.3097591708508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2190.2,NA,NA,1539.7,NA,NA,NA,1101.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259.503851,752.7245993,1199.4712895802672,506.8399152532713,1090.5080626700137,NA,NA,NA,NA,NA,NA,869.4110987863714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2742.8,NA,NA,1603.4,NA,NA,NA,1051.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1208.316983,767.908224,1029.0223519769568,675.5482388074647,605.1235084590436,NA,NA,NA,NA,NA,NA,1168.5046939088213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1642.5,NA,NA,NA,1069,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200.679312,768.9722341,928.9927588017134,519.8544594406021,622.6544509140138,NA,NA,NA,NA,NA,NA,1051.168574809832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1746.5,NA,NA,NA,1078.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1167.166774,774.4338052,470.66920960376126,2757.885360691835,1019.5791516022285,NA,NA,NA,NA,NA,NA,949.1581987894775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1810.5,NA,NA,NA,1604.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
1165.916182,777.101731,433.20456246794873,2688.3137515012522,2001.2740134251158,NA,NA,NA,NA,NA,NA,912.0687880571371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1762,NA,NA,NA,1761,NA,NA,NA,NA,NA,NA,NA,NA,NA
1150.345107,800.4449826,1905.1465131194725,627.905126096136,919.0310001908755,NA,NA,NA,NA,NA,NA,1079.1520820779103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1744.5,NA,NA,NA,1783.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1149.421137,808.6354006,499.39746687495546,634.8061192687261,1068.376608809696,NA,NA,NA,NA,NA,NA,1097.0409735534872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1795.3,NA,NA,NA,2703,NA,NA,NA,NA,NA,NA,NA,NA,NA
1142.039151,808.7921357,1103.918529599366,648.4070324425011,564.0744354959427,NA,NA,NA,NA,NA,NA,1214.8386979711365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1843.1,NA,NA,NA,2777.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1053.848551,831.6588724,502.40808737648723,696.255042571039,1875.8351838446492,NA,NA,NA,NA,NA,NA,937.4467625576183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2644.4,NA,NA,NA,2719.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
1043.76997,843.6585959,954.158279363409,655.5909884640546,572.0580476186334,NA,NA,NA,NA,NA,NA,1290.4061111367675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026.713688,864.0742428,890.2487869171835,1264.0361099466145,1025.107988892533,NA,NA,NA,NA,NA,NA,1063.199979294639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1016.04485,878.3012588,1222.744082547755,941.292179514104,545.3365903742125,NA,NA,NA,NA,NA,NA,1470.6592291258162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1007.912364,889.4843237,1222.643973821243,1148.3274903533454,830.1242131811391,NA,NA,NA,NA,NA,NA,1096.7249560015857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1006.190195,893.1938332,1739.866083633469,641.4402806322119,659.0513742448445,NA,NA,NA,NA,NA,NA,1456.4394466829654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,895.7675798,1834.1935253913246,614.2268932521389,1059.1800530688206,NA,NA,NA,NA,NA,NA,1051.195771403539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,905.8474661,1279.026998454319,925.3860787028136,1063.9280569519651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,908.8823833,431.2408970999438,539.3484574353606,1536.29293868184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,917.3318318,1864.8070658694876,552.8728479177094,547.3961786418557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,923.9381337,499.21913370352803,610.9834275960748,812.9251640297774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,933.1395984,1013.8978449622516,603.7032945039671,1574.960875627522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,950.4203809,996.6660645668371,1066.1184120382582,637.4450130461822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,951.0129597,1237.5582511637022,2582.6208869474094,601.3797809608063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,952.6284179,1166.150381925697,949.751146364513,997.2099205584656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,959.8115511,489.2682920182464,568.0185961085937,1209.960359257562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,961.3986792,1478.0334830321324,562.2844952677069,2026.528699784269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,964.1654457,1176.2935359249798,551.6403499473511,550.7867870145865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,966.4639919,487.98501409961136,2692.0280262767824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,972.2405484,996.2161492660098,694.395318775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,991.3881023,1213.4265004335189,1256.8565939672797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3039.648914,1856.7611193980583,1199.6114873240522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2810.529444,1718.1996683156963,1124.4110992352814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2703.762676,NA,1099.6571725244264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2663.966551,NA,637.9263119047736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2631.342983,NA,660.0635011801102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1811.913911,NA,645.4132782005215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1785.687554,NA,669.1737017579816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1707.25059,NA,938.6109667267835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1654.531145,NA,962.1353026165443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1415.669762,NA,1333.2555921524956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1352.872336,NA,1317.3640973837569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1245.430479,NA,610.4989686404795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1233.52852,NA,706.3482982892729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1221.859343,NA,667.3767639410484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1213.866862,NA,1269.8182555311514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1153.758329,NA,1258.322764651495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1119.889658,NA,1274.765980895939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1107.5452990000001,NA,576.601694022705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1100.554093,NA,524.1235530249578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1096.859683,NA,508.8142257572681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1090.439904,NA,581.1295482455347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1085.610331,NA,938.721079039429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1083.60222,NA,1024.4876096719215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1081.985237,NA,2089.146420146484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1061.530836,NA,613.6625386820757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1051.42536,NA,670.5491684199391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1046.8715,NA,1094.435556366667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1043.394925,NA,1160.0525079813733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1040.136209,NA,2759.2954732782523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
